yearend,locationabbr,locationdesc,sex,stratification1,grade,question,data_value
2005,NV,Nevada,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2005,NV,Nevada,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2005,NV,Nevada,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2005,NV,Nevada,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2005,NV,Nevada,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,
2005,NY,New York,Female,Female,,Percent of students in grades 9-12 who have obesity,7.8
2005,NY,New York,,9th,9th,Percent of students in grades 9-12 who have obesity,10.8
2005,NY,New York,,10th,10th,Percent of students in grades 9-12 who have obesity,11.0
2005,NY,New York,,11th,11th,Percent of students in grades 9-12 who have obesity,10.4
2005,NY,New York,,12th,12th,Percent of students in grades 9-12 who have obesity,8.1
2005,NY,New York,Male,Male,,Percent of students in grades 9-12 who have obesity,12.7
2005,NY,New York,,Total,,Percent of students in grades 9-12 who have obesity,10.3
2005,NY,New York,,2 or more races,,Percent of students in grades 9-12 who have obesity,15.1
2005,NY,New York,,Asian,,Percent of students in grades 9-12 who have obesity,6.4
2005,NY,New York,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,11.0
2005,NY,New York,,Hispanic,,Percent of students in grades 9-12 who have obesity,14.6
2005,NY,New York,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,14.8
2005,NY,New York,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,7.3
2005,NY,New York,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,9.0
2005,OH,Ohio,Female,Female,,Percent of students in grades 9-12 who have obesity,9.1
2005,OH,Ohio,,9th,9th,Percent of students in grades 9-12 who have obesity,11.6
2005,OH,Ohio,,10th,10th,Percent of students in grades 9-12 who have obesity,15.2
2005,OH,Ohio,,11th,11th,Percent of students in grades 9-12 who have obesity,13.3
2005,OH,Ohio,,12th,12th,Percent of students in grades 9-12 who have obesity,10.5
2005,OH,Ohio,Male,Male,,Percent of students in grades 9-12 who have obesity,16.0
2005,OH,Ohio,,Total,,Percent of students in grades 9-12 who have obesity,12.7
2005,OH,Ohio,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2005,OH,Ohio,,Asian,,Percent of students in grades 9-12 who have obesity,
2005,OH,Ohio,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,19.8
2005,OH,Ohio,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2005,OH,Ohio,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2005,OH,Ohio,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2005,OH,Ohio,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,11.5
2005,OK,Oklahoma,Female,Female,,Percent of students in grades 9-12 who have obesity,12.0
2005,OK,Oklahoma,,9th,9th,Percent of students in grades 9-12 who have obesity,14.9
2005,OK,Oklahoma,,10th,10th,Percent of students in grades 9-12 who have obesity,14.8
2005,OK,Oklahoma,,11th,11th,Percent of students in grades 9-12 who have obesity,14.6
2005,OK,Oklahoma,,12th,12th,Percent of students in grades 9-12 who have obesity,16.4
2005,OK,Oklahoma,Male,Male,,Percent of students in grades 9-12 who have obesity,18.1
2005,OK,Oklahoma,,Total,,Percent of students in grades 9-12 who have obesity,15.1
2005,OK,Oklahoma,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2005,OK,Oklahoma,,Asian,,Percent of students in grades 9-12 who have obesity,
2005,OK,Oklahoma,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,19.8
2005,OK,Oklahoma,,Hispanic,,Percent of students in grades 9-12 who have obesity,13.0
2005,OK,Oklahoma,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2005,OK,Oklahoma,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,21.4
2005,OK,Oklahoma,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,13.0
2005,OR,Oregon,Female,Female,,Percent of students in grades 9-12 who have obesity,
2005,OR,Oregon,,9th,9th,Percent of students in grades 9-12 who have obesity,
2005,OR,Oregon,,10th,10th,Percent of students in grades 9-12 who have obesity,
2005,OR,Oregon,,11th,11th,Percent of students in grades 9-12 who have obesity,
2005,OR,Oregon,,12th,12th,Percent of students in grades 9-12 who have obesity,
2005,OR,Oregon,Male,Male,,Percent of students in grades 9-12 who have obesity,
2005,OR,Oregon,,Total,,Percent of students in grades 9-12 who have obesity,
2005,OR,Oregon,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2005,OR,Oregon,,Asian,,Percent of students in grades 9-12 who have obesity,
2005,OR,Oregon,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2005,OR,Oregon,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2005,OR,Oregon,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2005,OR,Oregon,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2005,OR,Oregon,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,
2005,PA,Pennsylvania,Female,Female,,Percent of students in grades 9-12 who have obesity,
2005,PA,Pennsylvania,,9th,9th,Percent of students in grades 9-12 who have obesity,
2005,PA,Pennsylvania,,10th,10th,Percent of students in grades 9-12 who have obesity,
2005,PA,Pennsylvania,,11th,11th,Percent of students in grades 9-12 who have obesity,
2005,PA,Pennsylvania,,12th,12th,Percent of students in grades 9-12 who have obesity,
2005,PA,Pennsylvania,Male,Male,,Percent of students in grades 9-12 who have obesity,
2005,PA,Pennsylvania,,Total,,Percent of students in grades 9-12 who have obesity,
2005,PA,Pennsylvania,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2005,PA,Pennsylvania,,Asian,,Percent of students in grades 9-12 who have obesity,
2005,PA,Pennsylvania,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2005,PA,Pennsylvania,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2005,PA,Pennsylvania,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2005,PA,Pennsylvania,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2005,PA,Pennsylvania,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,
2005,PR,Puerto Rico,Female,Female,,Percent of students in grades 9-12 who have obesity,
2005,PR,Puerto Rico,,9th,9th,Percent of students in grades 9-12 who have obesity,
2005,PR,Puerto Rico,,10th,10th,Percent of students in grades 9-12 who have obesity,
2005,PR,Puerto Rico,,11th,11th,Percent of students in grades 9-12 who have obesity,
2005,PR,Puerto Rico,,12th,12th,Percent of students in grades 9-12 who have obesity,
2005,PR,Puerto Rico,Male,Male,,Percent of students in grades 9-12 who have obesity,
2005,PR,Puerto Rico,,Total,,Percent of students in grades 9-12 who have obesity,
2005,PR,Puerto Rico,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2005,PR,Puerto Rico,,Asian,,Percent of students in grades 9-12 who have obesity,
2005,PR,Puerto Rico,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2005,PR,Puerto Rico,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2005,PR,Puerto Rico,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2005,PR,Puerto Rico,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2005,PR,Puerto Rico,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,
2005,RI,Rhode Island,Female,Female,,Percent of students in grades 9-12 who have obesity,8.5
2005,RI,Rhode Island,,9th,9th,Percent of students in grades 9-12 who have obesity,13.7
2005,RI,Rhode Island,,10th,10th,Percent of students in grades 9-12 who have obesity,12.9
2005,RI,Rhode Island,,11th,11th,Percent of students in grades 9-12 who have obesity,13.1
2005,RI,Rhode Island,,12th,12th,Percent of students in grades 9-12 who have obesity,10.9
2005,RI,Rhode Island,Male,Male,,Percent of students in grades 9-12 who have obesity,17.0
2005,RI,Rhode Island,,Total,,Percent of students in grades 9-12 who have obesity,12.8
2005,RI,Rhode Island,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2005,RI,Rhode Island,,Asian,,Percent of students in grades 9-12 who have obesity,
2005,RI,Rhode Island,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,15.6
2005,RI,Rhode Island,,Hispanic,,Percent of students in grades 9-12 who have obesity,16.8
2005,RI,Rhode Island,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2005,RI,Rhode Island,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2005,RI,Rhode Island,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,11.6
2005,SC,South Carolina,Female,Female,,Percent of students in grades 9-12 who have obesity,8.6
2005,SC,South Carolina,,9th,9th,Percent of students in grades 9-12 who have obesity,13.4
2005,SC,South Carolina,,10th,10th,Percent of students in grades 9-12 who have obesity,13.9
2005,SC,South Carolina,,11th,11th,Percent of students in grades 9-12 who have obesity,10.5
2005,SC,South Carolina,,12th,12th,Percent of students in grades 9-12 who have obesity,12.1
2005,SC,South Carolina,Male,Male,,Percent of students in grades 9-12 who have obesity,16.7
2005,SC,South Carolina,,Total,,Percent of students in grades 9-12 who have obesity,12.6
2005,SC,South Carolina,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2005,SC,South Carolina,,Asian,,Percent of students in grades 9-12 who have obesity,
2005,SC,South Carolina,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,16.0
2005,SC,South Carolina,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2005,SC,South Carolina,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2005,SC,South Carolina,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2005,SC,South Carolina,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,10.4
2005,SD,South Dakota,Female,Female,,Percent of students in grades 9-12 who have obesity,7.1
2005,SD,South Dakota,,9th,9th,Percent of students in grades 9-12 who have obesity,9.7
2005,SD,South Dakota,,10th,10th,Percent of students in grades 9-12 who have obesity,11.9
2005,SD,South Dakota,,11th,11th,Percent of students in grades 9-12 who have obesity,8.1
2005,SD,South Dakota,,12th,12th,Percent of students in grades 9-12 who have obesity,12.1
2005,SD,South Dakota,Male,Male,,Percent of students in grades 9-12 who have obesity,13.7
2005,SD,South Dakota,,Total,,Percent of students in grades 9-12 who have obesity,10.4
2005,SD,South Dakota,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2005,SD,South Dakota,,Asian,,Percent of students in grades 9-12 who have obesity,
2005,SD,South Dakota,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2005,SD,South Dakota,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2005,SD,South Dakota,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2005,SD,South Dakota,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2005,SD,South Dakota,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,10.8
2005,TN,Tennessee,Female,Female,,Percent of students in grades 9-12 who have obesity,11.8
2005,TN,Tennessee,,9th,9th,Percent of students in grades 9-12 who have obesity,14.3
2005,TN,Tennessee,,10th,10th,Percent of students in grades 9-12 who have obesity,15.2
2005,TN,Tennessee,,11th,11th,Percent of students in grades 9-12 who have obesity,13.2
2005,TN,Tennessee,,12th,12th,Percent of students in grades 9-12 who have obesity,15.1
2005,TN,Tennessee,Male,Male,,Percent of students in grades 9-12 who have obesity,17.0
2005,TN,Tennessee,,Total,,Percent of students in grades 9-12 who have obesity,14.4
2005,TN,Tennessee,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2005,TN,Tennessee,,Asian,,Percent of students in grades 9-12 who have obesity,
2005,TN,Tennessee,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,17.8
2005,TN,Tennessee,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2005,TN,Tennessee,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2005,TN,Tennessee,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2005,TN,Tennessee,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,13.5
2005,TX,Texas,Female,Female,,Percent of students in grades 9-12 who have obesity,10.9
2005,TX,Texas,,9th,9th,Percent of students in grades 9-12 who have obesity,12.9
2005,TX,Texas,,10th,10th,Percent of students in grades 9-12 who have obesity,16.1
2005,TX,Texas,,11th,11th,Percent of students in grades 9-12 who have obesity,13.0
2005,TX,Texas,,12th,12th,Percent of students in grades 9-12 who have obesity,12.5
2005,TX,Texas,Male,Male,,Percent of students in grades 9-12 who have obesity,16.3
2005,TX,Texas,,Total,,Percent of students in grades 9-12 who have obesity,13.7
2005,TX,Texas,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2005,TX,Texas,,Asian,,Percent of students in grades 9-12 who have obesity,
2005,TX,Texas,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,17.9
2005,TX,Texas,,Hispanic,,Percent of students in grades 9-12 who have obesity,16.5
2005,TX,Texas,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2005,TX,Texas,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2005,TX,Texas,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,10.1
2005,US,National,Female,Female,,Percent of students in grades 9-12 who have obesity,9.9
2005,US,National,,9th,9th,Percent of students in grades 9-12 who have obesity,12.6
2005,US,National,,10th,10th,Percent of students in grades 9-12 who have obesity,13.6
2005,US,National,,11th,11th,Percent of students in grades 9-12 who have obesity,13.2
2005,US,National,,12th,12th,Percent of students in grades 9-12 who have obesity,12.6
2005,US,National,Male,Male,,Percent of students in grades 9-12 who have obesity,15.9
2005,US,National,,Total,,Percent of students in grades 9-12 who have obesity,13.0
2005,US,National,,2 or more races,,Percent of students in grades 9-12 who have obesity,13.5
2005,US,National,,Asian,,Percent of students in grades 9-12 who have obesity,5.4
2005,US,National,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,15.9
2005,US,National,,Hispanic,,Percent of students in grades 9-12 who have obesity,16.7
2005,US,National,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2005,US,National,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,13.0
2005,US,National,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,11.7
2005,UT,Utah,Female,Female,,Percent of students in grades 9-12 who have obesity,3.0
2005,UT,Utah,,9th,9th,Percent of students in grades 9-12 who have obesity,7.3
2005,UT,Utah,,10th,10th,Percent of students in grades 9-12 who have obesity,4.7
2005,UT,Utah,,11th,11th,Percent of students in grades 9-12 who have obesity,6.5
2005,UT,Utah,,12th,12th,Percent of students in grades 9-12 who have obesity,3.6
2005,UT,Utah,Male,Male,,Percent of students in grades 9-12 who have obesity,7.9
2005,UT,Utah,,Total,,Percent of students in grades 9-12 who have obesity,5.5
2005,UT,Utah,,2 or more races,,Percent of students in grades 9-12 who have obesity,
